Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2010","Jul","Napa MSA","Not Adj","Not Prelim","72,600","65,600","7,100","9.7"
"2010","Aug","Napa MSA","Not Adj","Not Prelim","71,300","64,300","7,000","9.8"
"2010","Sep","Napa MSA","Not Adj","Not Prelim","71,000","64,200","6,800","9.6"
"2010","Oct","Napa MSA","Not Adj","Not Prelim","72,500","65,800","6,700","9.2"
"2010","Nov","Napa MSA","Not Adj","Not Prelim","69,400","61,900","7,500","10.7"
"2010","Dec","Napa MSA","Not Adj","Not Prelim","67,900","60,300","7,600","11.2"
"2009","Annual","Napa MSA","Not Adj","Not Prelim","75,600","69,200","6,300","8.4"
"2009","Jan","Napa MSA","Not Adj","Not Prelim","74,100","68,200","6,000","8.0"
"2009","Feb","Napa MSA","Not Adj","Not Prelim","74,300","68,300","6,100","8.1"
"2009","Mar","Napa MSA","Not Adj","Not Prelim","74,200","67,900","6,300","8.5"
"2009","Apr","Napa MSA","Not Adj","Not Prelim","75,200","69,300","5,900","7.8"
"2009","May","Napa MSA","Not Adj","Not Prelim","75,800","70,000","5,800","7.6"
"2009","Jun","Napa MSA","Not Adj","Not Prelim","76,600","70,300","6,300","8.2"
"2009","Jul","Napa MSA","Not Adj","Not Prelim","77,900","71,500","6,400","8.2"
"2009","Aug","Napa MSA","Not Adj","Not Prelim","76,000","69,600","6,400","8.4"
"2009","Sep","Napa MSA","Not Adj","Not Prelim","76,800","70,600","6,200","8.1"
"2009","Oct","Napa MSA","Not Adj","Not Prelim","78,400","72,000","6,400","8.2"
"2009","Nov","Napa MSA","Not Adj","Not Prelim","74,300","67,400","6,900","9.3"
"2009","Dec","Napa MSA","Not Adj","Not Prelim","73,000","65,800","7,200","9.9"
"2017","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,399,500","1,347,200","52,300","3.7"
"2017","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,392,400","1,331,800","60,500","4.3"
"2017","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,397,200","1,340,100","57,200","4.1"
"2017","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,402,400","1,348,000","54,400","3.9"
"2017","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,391,800","1,341,900","49,900","3.6"
"2017","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,390,800","1,342,500","48,300","3.5"
"2017","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,397,700","1,342,700","55,000","3.9"
"2017","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,409,200","1,350,900","58,300","4.1"
"2017","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,402,900","1,345,900","56,900","4.1"
"2017","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,409,300","1,359,700","49,600","3.5"
"2017","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,403,200","1,355,500","47,700","3.4"
"2017","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,401,100","1,354,900","46,200","3.3"
"2017","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,395,900","1,352,300","43,600","3.1"
"2016","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,386,100","1,325,600","60,500","4.4"
"2016","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,370,500","1,308,300","62,300","4.5"
"2016","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,379,100","1,317,600","61,500","4.5"
"2016","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,384,200","1,321,600","62,500","4.5"
"2016","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,376,600","1,318,200","58,400","4.2"
"2016","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,376,000","1,321,500","54,600","4.0"
"2016","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,384,500","1,320,800","63,700","4.6"
"2016","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,396,200","1,329,900","66,400","4.8"
"2016","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,391,900","1,327,500","64,400","4.6"
"2016","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,396,300","1,335,400","60,900","4.4"
"2016","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,396,900","1,336,400","60,500","4.3"
"2016","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,393,300","1,337,100","56,200","4.0"
"2016","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,387,500","1,333,300","54,100","3.9"
"2015","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,364,800","1,298,500","66,300","4.9"
"2015","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,355,600","1,281,200","74,400","5.5"
"2015","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,356,300","1,285,500","70,800","5.2"
"2015","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,358,600","1,289,800","68,800","5.1"
"2015","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,357,600","1,293,900","63,700","4.7"
"2015","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,365,200","1,300,100","65,100","4.8"
"2015","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,365,600","1,297,200","68,400","5.0"
"2015","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,373,800","1,302,100","71,700","5.2"
"2015","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,369,500","1,302,500","67,100","4.9"
"2015","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,365,100","1,303,300","61,700","4.5"
"2015","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,368,800","1,305,900","62,900","4.6"
"2015","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,370,900","1,309,200","61,700","4.5"
"2015","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,370,600","1,311,600","59,000","4.3"
"2014","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,347,700","1,267,500","80,300","6.0"
"2014","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,331,600","1,243,600","87,900","6.6"
"2014","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,338,800","1,250,200","88,600","6.6"
"2014","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,343,000","1,255,400","87,500","6.5"
"2014","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,334,100","1,258,500","75,600","5.7"
"2014","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,340,400","1,263,500","76,900","5.7"
"2014","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,347,400","1,266,300","81,100","6.0"
"2014","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,359,100","1,271,900","87,100","6.4"
"2014","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,352,400","1,268,500","83,900","6.2"
"2014","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,353,000","1,276,200","76,800","5.7"
"2014","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,358,700","1,283,100","75,600","5.6"
"2014","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,360,800","1,286,600","74,200","5.5"
"2014","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,353,500","1,285,700","67,900","5.0"
"2013","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,340,800","1,242,400","98,400","7.3"
"2013","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,341,900","1,229,300","112,600","8.4"
"2013","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,340,800","1,234,500","106,300","7.9"
"2013","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,339,000","1,236,600","102,400","7.6"
"2013","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,336,000","1,241,100","94,900","7.1"
"2013","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,338,100","1,243,700","94,400","7.1"
"2013","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,341,200","1,237,800","103,400","7.7"
"2013","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,352,600","1,247,900","104,700","7.7"
"2013","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,344,800","1,245,000","99,800","7.4"
"2013","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,345,100","1,250,700","94,300","7.0"
"2013","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,337,800","1,243,400","94,400","7.1"
"2013","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,339,400","1,250,100","89,300","6.7"
"2013","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,333,000","1,249,000","83,900","6.3"
"2012","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,334,200","1,216,900","117,300","8.8"
"2012","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,320,500","1,195,300","125,200","9.5"
"2012","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,326,000","1,201,100","124,800","9.4"
"2012","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,329,300","1,205,600","123,700","9.3"
"2012","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,323,700","1,208,400","115,300","8.7"
"2012","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,326,300","1,211,200","115,100","8.7"
"2012","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,333,100","1,210,400","122,700","9.2"
"2012","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,342,800","1,217,500","125,200","9.3"
"2012","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,338,100","1,217,900","120,200","9.0"
"2012","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,338,300","1,228,100","110,200","8.2"
"2012","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,345,100","1,233,900","111,300","8.3"
"2012","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,342,200","1,234,900","107,300","8.0"
"2012","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,344,900","1,238,800","106,100","7.9"
"2011","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,316,300","1,182,400","133,900","10.2"
"2011","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,303,300","1,161,000","142,300","10.9"
"2011","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,302,400","1,163,900","138,500","10.6"
"2011","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,308,700","1,170,700","137,900","10.5"
"2011","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,307,400","1,176,400","131,000","10.0"
"2011","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,307,700","1,178,200","129,500","9.9"
"2011","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,314,700","1,175,800","138,900","10.6"
"2011","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,323,600","1,183,300","140,300","10.6"
"2011","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,324,900","1,187,500","137,300","10.4"
"2011","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,323,700","1,191,100","132,600","10.0"
"2011","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,327,500","1,196,900","130,600","9.8"
"2011","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,325,200","1,199,400","125,800","9.5"
"2011","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,326,600","1,204,500","122,100","9.2"
"2010","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,308,100","1,165,000","143,000","10.9"
"2010","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,303,900","1,157,500","146,400","11.2"
"2010","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,305,500","1,161,100","144,400","11.1"
"2010","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,312,800","1,166,000","146,800","11.2"
"2010","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,311,700","1,169,900","141,800","10.8"
"2010","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,305,000","1,167,200","137,800","10.6"
"2010","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,306,300","1,162,900","143,400","11.0"
"2010","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,312,000","1,163,200","148,700","11.3"
"2010","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,307,300","1,160,800","146,500","11.2"
"2010","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,312,900","1,171,500","141,400","10.8"
"2010","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,305,400","1,165,300","140,100","10.7"
"2010","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,308,400","1,165,400","143,000","10.9"
"2010","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,305,600","1,169,300","136,300","10.4"
"2009","Annual","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,285,700","1,155,400","130,300","10.1"
"2009","Jan","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,289,200","1,176,200","113,100","8.8"
"2009","Feb","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,290,500","1,171,800","118,700","9.2"
"2009","Mar","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,287,700","1,163,700","124,000","9.6"
"2009","Apr","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,284,700","1,164,000","120,700","9.4"
"2009","May","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,277,200","1,152,900","124,300","9.7"
"2009","Jun","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,286,100","1,151,100","134,900","10.5"
"2009","Jul","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,296,100","1,156,200","140,000","10.8"
"2009","Aug","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,283,300","1,144,400","139,000","10.8"
"2009","Sep","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,281,900","1,144,300","137,600","10.7"
"2009","Oct","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,284,800","1,145,600","139,200","10.8"
"2009","Nov","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,286,400","1,149,300","137,200","10.7"
"2009","Dec","Oakland-Hayward-Berkeley MD","Not Adj","Not Prelim","1,280,200","1,145,800","134,400","10.5"
"2017","Annual","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,700","405,600","19,100","4.5"
"2017","Jan","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","423,600","400,700","22,900","5.4"
"2017","Feb","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,800","404,700","21,100","5.0"
"2017","Mar","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,100","407,300","19,700","4.6"
"2017","Apr","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","426,700","408,900","17,800","4.2"
"2017","May","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,600","407,800","16,800","4.0"
"2017","Jun","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,500","405,700","18,800","4.4"
"2017","Jul","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","423,400","403,300","20,200","4.8"
"2017","Aug","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","421,300","400,900","20,400","4.8"
"2017","Sep","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,500","406,900","18,600","4.4"
"2017","Oct","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,800","407,000","17,700","4.2"
"2017","Nov","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,500","407,600","17,900","4.2"
"2017","Dec","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","423,400","406,300","17,100","4.0"
"2016","Annual","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,700","403,400","22,200","5.2"
"2016","Jan","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,300","401,000","23,300","5.5"
"2016","Feb","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,500","405,000","22,500","5.3"
"2016","Mar","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","430,400","408,100","22,200","5.2"
"2016","Apr","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,200","406,600","20,600","4.8"
"2016","May","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","426,300","406,900","19,400","4.5"
"2016","Jun","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","426,600","404,300","22,300","5.2"
"2016","Jul","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,700","401,000","23,700","5.6"
"2016","Aug","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","422,200","398,200","24,000","5.7"
"2016","Sep","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,200","401,000","23,200","5.5"
"2016","Oct","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,900","403,200","22,700","5.3"
"2016","Nov","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,700","403,000","21,700","5.1"
"2016","Dec","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","424,000","403,000","21,000","4.9"
"2015","Annual","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,600","403,500","24,100","5.6"
"2015","Jan","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","430,500","403,300","27,200","6.3"
"2015","Feb","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","431,700","406,200","25,500","5.9"
"2015","Mar","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","431,900","407,500","24,500","5.7"
"2015","Apr","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","429,900","407,600","22,400","5.2"
"2015","May","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","429,500","406,500","23,000","5.3"
"2015","Jun","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","426,900","403,000","23,900","5.6"
"2015","Jul","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","423,600","398,000","25,600","6.0"
"2015","Aug","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","421,300","396,600","24,700","5.9"
"2015","Sep","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","422,800","399,300","23,500","5.5"
"2015","Oct","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,100","404,000","23,100","5.4"
"2015","Nov","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","428,100","404,800","23,400","5.5"
"2015","Dec","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,800","405,000","22,800","5.3"
"2014","Annual","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","430,100","401,500","28,600","6.6"
"2014","Jan","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","431,100","399,300","31,800","7.4"
"2014","Feb","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","433,700","402,400","31,300","7.2"
"2014","Mar","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","436,100","405,500","30,500","7.0"
"2014","Apr","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","431,100","404,700","26,300","6.1"
"2014","May","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","429,500","403,000","26,500","6.2"
"2014","Jun","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","428,000","400,200","27,800","6.5"
"2014","Jul","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","427,300","397,100","30,200","7.1"
"2014","Aug","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,700","395,800","29,900","7.0"
"2014","Sep","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","425,800","397,800","28,000","6.6"
"2014","Oct","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","431,400","404,100","27,300","6.3"
"2014","Nov","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","432,000","404,500","27,400","6.4"
"2014","Dec","Oxnard-Thousand Oaks-Ventura MSA","Not Adj","Not Prelim","429,300","403,600","25,700","6.0"
